"ISIid","leadau","type","journal","year","volume","issue","bp","ep","refs","cites","authn","title"
"WOS:000316617800017","Johansen, R","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"478","","223","",42,3,7,"High prevalence of viral haemorrhagic septicaemia virus (VHSV) in Norwegian spring-spawning herring "
"WOS:000316617800020","Fortune, SME","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"478","","253","272",90,1,5,"Energetic requirements of North Atlantic right whales and the implications for species recovery "
"WOS:000315718500015","Johnson, K","Article","NORTH AMERICAN JOURNAL OF AQUACULTURE",2013,"75","1","102","108",46,3,4,"Sperm Quality of Hatchery-Reared Lake Trout Throughout the Spawning Season "
"WOS:000315953300020","Maneja, RH","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"477","","251","258",41,11,7,"Effects of ocean acidification on the calcification of otoliths of larval Atlantic cod Gadus morhua "
"WOS:000315234300005","Kemp, J","Article","MARINE AND FRESHWATER RESEARCH",2013,"64","2","130","138",44,0,3,"Assessing the intrinsic resilience of a particularly fast-growing teleost prey species (red cod, Pseudophycis bachus) "
"WOS:000314833000009","Swain, DP","Article","CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES",2013,"70","1","74","89",74,4,4,"Contrasting decadal trends in mortality between large and small individuals in skate populations in Atlantic Canada "
"WOS:000314445000007","Mace, S","Article","INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY",2013,"160","3","227","238",58,13,10,"Evaluation of the spoilage potential of bacteria isolated from spoiled raw salmon (Salmo salar) fillets stored under modified atmosphere packaging "
"WOS:000314935000015","Vollset, KW","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"475","","191","201",44,4,4,"Effect of food deprivation on distribution of larval and early juvenile cod in experimental vertical temperature and light gradients "
"WOS:000314935000019","Hanson, NN","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"475","","249","266",89,2,3,"Reconstructing marine life-history strategies of wild Atlantic salmon from the stable isotope composition of otoliths "
"WOS:000314743600024","Jensen, I","Article","FISH & SHELLFISH IMMUNOLOGY",2013,"34","1","199","208",56,4,7,"Establishing a cell line from Atlantic cod as a novel tool for in vitro studies "
"WOS:000314743600047","Mikkelsen, H","Article","FISH & SHELLFISH IMMUNOLOGY",2013,"34","1","387","392",31,0,2,"Response to vaccination of Atlantic cod (Gadus morhua L.) progenies from families with different estimated family breeding values for vibriosis resistance "
"WOS:000314475500006","Greene, CH","Article","FISHERIES OCEANOGRAPHY",2013,"22","2","140","142",0,6,1,"Towards a more balanced view of marine ecosystems "
"WOS:000313535400002","Hildahl, J","Article","GENERAL AND COMPARATIVE ENDOCRINOLOGY",2013,"180","","7","14",53,4,5,"Differential regulation of GnRH ligand and receptor genes in the brain and pituitary of Atlantic cod exposed to different photoperiod "
"WOS:000314368600020","Willis, TV","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"474","","263","276",77,1,4,"Tracking cod diet preference over a century in the northern Gulf of Maine: historic data and modern analysis "
"WOS:000312978700024","Eissa, AE","Article","CHEMOSPHERE",2013,"90","3","1061","1068",59,0,3,"Field assessment of the mid winter mass kills of trophic fishes at Mariotteya stream, Egypt: Chemical and biological pollution synergistic model "
"WOS:000314086300003","Howard, SMS","Article","FISHERY BULLETIN",2013,"111","1","27","41",75,4,4,"Fish consumption by harbor seals (Phoca vitulina) in the San Juan Islands, Washington "
"WOS:000314086300008","Burchard, KA","Article","FISHERY BULLETIN",2013,"111","1","90","106",47,5,4,"Staging ovaries of Haddock (Melanogrammus aeglefinus): implications for maturity indices and field sampling practices "
"WOS:000313344300015","Smith, BE","Article","MARINE ECOLOGY PROGRESS SERIES",2013,"472","","199","217",78,7,3,"Effects of chronic bottom fishing on the benthic epifauna and diets of demersal fishes on northern Georges Bank "
"WOS:000313005300019","Lago, FC","Article","EUROPEAN FOOD RESEARCH AND TECHNOLOGY",2013,"236","1","171","180",45,2,3,"Authentication of gadoids from highly processed products susceptible to include species mixtures by means of DNA sequencing methods "
"WOS:000312894700017","Birkner, M","Article","GENETICS",2013,"193","1","255","290",54,5,3,"An Ancestral Recombination Graph for Diploid Populations with Skewed Offspring Distribution "
"WOS:000312644500009","Benoit, HP","Article","ICES JOURNAL OF MARINE SCIENCE",2013,"70","1","99","113",50,9,4,"A comparative analysis of marine fish species susceptibilities to discard mortality: effects of environmental factors, individual traits, and phylogeny "
"WOS:000313095400008","Pang, X","Article","JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMIC AND",2013,"183","1","99","108",48,8,4,"The effects of temperature and exercise training on swimming performance in juvenile qingbo (Spinibarbus sinensis) "
"WOS:000313134300003","Jorgensen, C","Article","JOURNAL OF SEA RESEARCH",2013,"75","","8","18",89,11,2,"Natural mortality: Its ecology, how it shapes fish life histories, and why it may be increased by fishing "
"WOS:000313134300013","Gundersen, AC","Article","JOURNAL OF SEA RESEARCH",2013,"75","","110","117",36,4,5,"Identifying potential Greenland halibut spawning areas and nursery grounds off East and South-western Greenland and its management implications "
"WOS:000313047600020","Wright, PJ","Article","MARINE BIOLOGY",2013,"160","1","231","239",60,2,2,"Maturation differences between sub-stocks of haddock, Melanogrammus aeglefinus "
"WOS:000312479900013","Salihoglu, B","Article","JOURNAL OF MARINE SYSTEMS",2013,"109","","161","175",151,7,15,"Bridging marine ecosystem and biogeochemistry research: Lessons and recommendations from comparative studies "
"WOS:000312247900004","Youcef, WA","Article","FISHERIES OCEANOGRAPHY",2013,"22","1","41","60",71,3,3,"Spatial distribution of Greenland halibut Reinhardtius hippoglossoides in relation to abundance and hypoxia in the estuary and Gulf of St. Lawrence "
"WOS:000309800600038","Esaiassen, M","Article","FOOD CONTROL",2013,"29","1","231","235",29,2,3,"Development of a Catch-damage-index to assess the quality of cod at landing "
"WOS:000309312500004","Ostli, J","Article","FOOD QUALITY AND PREFERENCE",2013,"27","1","26","34",29,4,5,"How fresh is fresh? Perceptions and experience when buying and consuming fresh cod fillets "
"WOS:000312239200019","Planas, M","Article","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY",2012,"438","","154","162",60,6,5,"Temperature-induced changes of growth and survival in the early development of the seahorse Hippocampus guttulatus "
"WOS:000313878700001","Sundaram, AYM","Article","BMC EVOLUTIONARY BIOLOGY",2012,"12","","","",55,14,4,"Diversification of the expanded teleost-specific toll-like receptor family in Atlantic cod, Gadus morhua "
"WOS:000312821300003","Pena-Molino, B","Article","JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS",2012,"117","","","",64,4,3,"Variability in the Deep Western Boundary Current: Local versus remote forcing "
"WOS:000312794500136","Hare, JA","Article","PLOS ONE",2012,"7","12","","",76,4,3,"Projecting Range Limits with Coupled Thermal Tolerance - Climate Change Models: An Example Based on Gray Snapper (Lutjanus griseus) along the US East Coast "
"WOS:000314654400001","Olsvik, PA","Article","BMC GENOMICS",2012,"13","","","",41,7,4,"Is chemically dispersed oil more toxic to Atlantic cod (Gadus morhua) larvae than mechanically dispersed oil? A transcriptional evaluation "
"WOS:000312201900096","Hikima, J","Article","PLOS ONE",2012,"7","12","","",28,5,10,"LGP2 Expression is Enhanced by Interferon Regulatory Factor 3 in Olive Flounder, Paralichthys olivaceus "
"WOS:000312064100095","Grabowski, TB","Article","PLOS ONE",2012,"7","12","","",57,5,5,"Characterization of Atlantic Cod Spawning Habitat and Behavior in Icelandic Coastal Waters "
"WOS:000316580900010","Hernando, M","Article","REVISTA CHILENA DE HISTORIA NATURAL",2012,"85","4","481","494",56,0,3,"Photochemical degradation of dissolved organic carbon: Hydrogen peroxide production and potential effects on plankton in the Beagle Channel (Tierra del Fuego) "
"WOS:000312147700016","Hansen, OJ","Article","AQUACULTURE RESEARCH",2012,"44","1","140","150",43,1,3,"Importance of broodstock holding temperature on fecundity and egg quality in three groups of photo-manipulated Atlantic cod broodstock "
"WOS:000312402300013","Yun, EY","Article","GENES & GENOMICS",2012,"34","6","689","694",28,1,4,"Molecular cloning and analysis of residues associated with iron binding of Spodoptera litura transferrin "
"WOS:000312183100010","Molton, KJ","Article","JOURNAL OF GREAT LAKES RESEARCH",2012,"38","4","686","698",48,6,3,"Control rule performance for intermixing lake whitefish populations in the 1836 Treaty waters of the Great Lakes: A simulation-based evaluation "
"WOS:000312069900005","Rodriguez, R","Article","AQUACULTURE INTERNATIONAL",2012,"20","6","1071","1083",33,2,6,"Identification of a photolabile period for reducing sexual maturation in juvenile male sea bass (Dicentrarchus labrax) by means of a continuous light regime "
"WOS:000311699400014","Trondsen, T","Article","CANADIAN GEOGRAPHER-GEOGRAPHE CANADIEN",2012,"56","4","459","473",48,2,1,"Value chains, business conventions, and market adaptation: A comparative analysis of Norwegian and Icelandic fish exports "
"WOS:000311064800034","Perez-Casanova, JC","Article","ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY",2012,"86","","239","249",84,2,4,"Effects of chronic exposure to the aqueous fraction of produced water on growth, detoxification and immune factors of Atlantic cod "
"WOS:000310954900027","Feng, K","Article","FISH PHYSIOLOGY AND BIOCHEMISTRY",2012,"38","6","1825","1834",40,7,6,"Molecular characterization of cholecystokinin in grass carp (Ctenopharyngodon idellus): cloning, localization, developmental profile, and effect of fasting and refeeding on expression in the brain and intestine "
"WOS:000311015300008","Ronneseth, A","Article","FISH & SHELLFISH IMMUNOLOGY",2012,"33","6","1292","1302",43,3,3,"Flow cytometry assay for intracellular detection of Infectious Pancreatic Necrosis virus (IPNV) in Atlantic salmon (Salmo salar L.) leucocytes "
"WOS:000310976600016","Babiak, I","Article","JOURNAL OF APPLIED ICHTHYOLOGY",2012,"28","6","941","947",19,2,6,"Effects of extender, storage and sperm-to-egg ratio on cryopreservation success of Atlantic cod (Gadus morhua L.) sperm "
"WOS:000310537400007","Zhang, YY","Article","AQUATIC ECOLOGY",2012,"46","4","451","464",67,1,3,"Modeling the dynamics of ecosystem for the American lobster in the Gulf of Maine "
"WOS:000310642300007","McCairns, RJS","Article","CONSERVATION GENETICS",2012,"13","6","1509","1520",92,2,5,"Effective size and genetic composition of two exploited, migratory whitefish (Coregonus lavaretus lavaretus) populations "
"WOS:000310821600004","Vasilakopoulos, P","Article","FISHERIES RESEARCH",2012,"134","","21","28",29,5,3,"Differential impacts of exploitation rate and juvenile exploitation on NE Atlantic fish stock dynamics over the past half century "
"WOS:000310425700007","Gao, YW","Article","ENVIRONMENTAL BIOLOGY OF FISHES",2012,"95","4","469","479",36,0,1,"Otoliths speak out: why the Pacific halibut in Puget sound are different "
"WOS:000310273500002","Ricard, D","Article","FISH AND FISHERIES",2012,"13","4","380","398",73,54,4,"Examining the knowledge base and status of commercially exploited marine species with the RAM Legacy Stock Assessment Database "
"WOS:000310064000012","Ghigliotti, L","Article","ANIMAL GENETICS",2012,"43","6","746","752",35,3,6,"Karyotyping and cytogenetic mapping of Atlantic cod (Gadus morhua Linnaeus, 1758) "
"WOS:000309877700001","Krumsick, KJ","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","10","1701","1709",42,8,2,"Atlantic cod (Gadus morhua) feed during spawning off Newfoundland and Labrador "
"WOS:000309877700002","Methratta, ET","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","10","1710","1721",54,0,2,"Feeding hotspots for four northwest Atlantic groundfish species "
"WOS:000309877700003","Ottera, H","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","10","1722","1728",25,6,6,"Is spawning time of marine fish imprinted in the genes? A two-generation experiment on local Atlantic cod (Gadus morhua L.) populations from different geographical regions "
"WOS:000309877700004","Hussy, K","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","10","1729","1735",46,5,5,"Sexual dimorphism in size, age, maturation, and growth characteristics of boarfish (Capros aper) in the Northeast Atlantic "
"WOS:000309877700007","Hare, JA","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","10","1753","1768",74,18,14,"Cusk (Brosme brosme) and climate change: assessing the threat to a candidate marine fish species under the US Endangered Species Act "
"WOS:000309877700009","Ovegard, M","Article","ICES JOURNAL OF MARINE SCIENCE",2012,"69","10","1781","1788",36,1,3,"Condition indices of Atlantic cod (Gadus morhua) biased by capturing method "
"WOS:000312357300006","Duodu, S","Article","DISEASES OF AQUATIC ORGANISMS",2012,"101","3","225","234",25,2,6,"Real-time PCR assays targeting unique DNA sequences of fish-pathogenic Francisella noatunensis subspecies noatunensis and orientalis "
"WOS:000311151900023","Maddams, JC","Article","PLOS ONE",2012,"7","11","","",92,4,2,"Not All Offspring Are Created Equal: Variation in Larval Characteristics in a Serially Spawning Damselfish "
"WOS:000314199900008","Rise, ML","Article","GENE",2012,"509","2","232","246",83,4,4,"Dynamic expression profiles of virus-responsive and putative antimicrobial peptide-encoding transcripts during Atlantic cod (Gadus morhua) embryonic and. early larval development "
"WOS:000311066800029","Myksvoll, MS","Article","ESTUARINE COASTAL AND SHELF SCIENCE",2012,"113","","293","304",52,1,4,"Importance of high resolution wind forcing on eddy activity and particle dispersion in a Norwegian fjord "
"WOS:000312871700001","Sridhar, S","Article","BMC GENOMICS",2012,"13","","","",50,2,5,"Whole genome sequencing of the fish pathogen Francisella noatunensis subsp orientalis Toba04 gives novel insights into Francisella evolution and pathogenecity "
"WOS:000315216000013","Spies, I","Article","TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY",2012,"141","6","1557","1573",90,5,1,"Landscape Genetics Reveals Population Subdivision in Bering Sea and Aleutian Islands Pacific Cod "
"WOS:000311326500014","Xu, QY","Article","ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES",2012,"25","11","1588","1594",39,2,4,"Effects of Replacement of Fish Meal by Soy Protein Isolate on the Growth, Digestive Enzyme Activity and Serum Biochemical Parameters for Juvenile Amur Sturgeon (Acipenser schrenckii) "
"WOS:000310821200001","Korsoen, OJ","Article","AQUACULTURAL ENGINEERING",2012,"51","","1","6",31,2,6,"Atlantic salmon (Salmo salar L.) in a submerged sea-cage adapt rapidly to re-fill their swim bladders in an underwater air filled dome "
"WOS:000310836200006","Pufall, EL","Article","FOODBORNE PATHOGENS AND DISEASE",2012,"9","11","1002","1009",44,4,9,"Prevalence of Zoonotic Anisakid Nematodes in Inuit-Harvested Fish and Mammals from the Eastern Canadian Arctic "
"WOS:000310863500018","Breton, TS","Article","GENERAL AND COMPARATIVE ENDOCRINOLOGY",2012,"179","2","296","304",72,5,4,"Identification of ovarian gene expression patterns during vitellogenesis in Atlantic cod (Gadus morhua) "
"WOS:000310728000006","Abolfathi, M","Article","JOURNAL OF FISH BIOLOGY",2012,"81","6","1880","1890",48,5,4,"Compensatory growth in juvenile roach Rutilus caspicus: effect of starvation and re-feeding on growth and digestive surface area "
"WOS:000310728000017","Easy, RH","Article","JOURNAL OF FISH BIOLOGY",2012,"81","6","2059","2063",22,0,4,"Identification of transferrin in Atlantic cod Gadus morhua epidermal mucus "
